nyelv,count
német,0
német,4
német,0
német,1
német,8
német,9
német,2
német,0
német,0
német,0
német,1
német,1
német,0
német,2
német,1
német,1
német,1
német,44
német,2
német,7
német,0
német,4
német,0
német,1
német,4
német,0
német,1
német,8
német,0
német,0
német,1
német,2
német,8
német,2
német,2
német,1
német,1
német,1
német,1
német,1
német,0
német,0
német,2
német,1
német,1
német,0
német,1
német,1
német,0
német,0
német,1
német,0
német,2
német,1
német,1
német,2
német,11
német,4
német,0
német,1
német,1
német,0
német,0
német,1
német,9
német,0
német,1
német,1
német,2
német,1
német,1
német,1
német,1
német,1
német,3
német,1
német,0
német,1
német,4
német,3
német,0
német,0
német,0
német,0
német,1
német,0
német,0
német,0
német,1
német,1
német,0
német,0
német,0
német,0
német,1
német,0
német,0
német,1
német,0
német,1
német,0
német,0
német,0
német,0
német,1
német,0
német,0
német,1
német,0
német,0
német,1
német,0
német,0
német,2
német,0
német,7
német,0
német,1
német,0
német,0
német,1
német,1
német,2
német,2
német,0
német,1
német,0
német,4
német,1
német,1
német,5
német,0
német,1
német,0
német,0
német,0
német,0
német,0
német,1
német,0
német,0
német,1
német,1
német,0
német,0
német,0
német,1
német,6
német,1
német,0
német,0
német,1
német,2
német,23
német,9
német,0
német,1
német,0
német,1
német,0
német,0
német,8
német,1
német,0
német,1
német,1
német,1
német,1
német,1
német,0
német,0
német,0
német,0
német,1
német,0
német,0
német,7
német,0
német,0
német,0
német,0
német,0
német,1
német,0
német,0
német,0
német,0
német,1
német,6
német,0
német,1
német,0
német,0
német,2
német,1
német,2
német,0
német,0
német,3
német,24
német,1
német,0
német,0
német,1
német,2
német,1
német,1
német,0
német,1
német,0
német,0
német,1
német,0
német,0
német,1
német,1
német,0
német,0
német,0
német,3
német,1
német,1
német,1
német,0
német,3
német,0
német,1
német,1
német,1
német,1
német,1
német,24
német,0
német,2
német,0
német,0
német,1
német,1
német,1
német,2
német,5
német,0
német,4
német,1
német,1
német,2
német,0
német,1
német,1
német,5
német,5
német,1
német,0
német,5
német,4
német,2
német,1
német,0
német,49
német,1
német,1
német,0
német,0
német,0
német,2
német,0
német,0
német,0
német,1
német,1
német,1
német,2
német,0
német,0
német,1
német,0
német,1
német,0
német,4
német,0
német,2
német,0
német,1
német,0
német,0
német,3
német,1
német,0
német,1
német,0
német,0
német,1
német,1
német,0
német,1
német,1
német,0
német,1
német,1
német,0
német,1
német,1
német,1
német,1
német,1
német,0
német,4
német,1
német,2
német,1
német,1
német,0
német,3
német,0
német,0
német,0
német,2
német,1
német,1
német,1
német,0
német,2
német,0
német,0
német,2
német,2
német,0
német,1
német,2
német,0
német,1
német,2
német,0
német,2
német,1
német,1
német,1
német,0
német,0
német,10
német,2
német,0
német,0
német,6
német,1
német,1
német,0
német,2
német,1
német,2
német,0
német,1
német,0
német,0
német,4
német,1
német,1
német,0
német,0
német,1
német,1
német,9
német,0
német,2
német,2
német,1
német,0
német,1
német,17
német,3
német,1
német,1
német,1
német,1
német,2
német,2
német,0
német,1
német,1
német,1
